,,,,,,,
,matiere,langue enseignement,liste études (codes),liste des n°s sciper enseignants,liste des enseignants,liste orientations/sections sans doublons,liste URL fiche sans doublons
,Mapping controversies,fr,AR-MA2#MINEUR-E,165916#168009,November Valérie#Pattaroni Luca,AR#MIN_DEV_TER,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=126727459&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=126727459&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936295&ww_c_langue=en
,Mass and energy balances,en,SV-BA3,141360,Hubbell Jeffrey Alan,SV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=351088070&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=en
,Mass spectrometry,en,AUDIT-E#CGC-MA2,174689,Tsybin Yury,UNIL_SFU#CGC_CHIM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771263&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936295&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771263&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683147&ww_c_langue=en
,Master project in Architecture,fr,AR-PME#AR-PMH,126096,Profs divers *,AR,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132446543&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Bio-engineering and Biotechnology,fr,SV-PME#SV-PMH,126096,Profs divers *,SV_B,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=134558590&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Chemical & Biochemical Engineering,fr_en,CGC-PME#CGC-PMH,126096,Profs divers *,CGC_ING,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=134467760&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Civil Engineering,fr,GC-PME#GC-PMH,126096,Profs divers *,GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=134468934&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Communication Systems,fr,SC-PME#SC-PMH,126096,Profs divers *,SC_EPFL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132425231&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Computer Science,fr,IN-PME#IN-PMH,126096,Profs divers *,IN,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132427120&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Electrical and Electronic Engineering,fr,EL-PME#EL-PMH,126096,Profs divers *,MNIS#EL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132424935&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Environmental Sciences and Engineering,fr,SIE-PME#SIE-PMH,126096,Profs divers *,SIE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=134558496&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Life Sciences and Technology,fr,SV-PMH#SV-PME,126096,Profs divers *,SV_STV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132448364&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Management of Technology,fr,MTE-PME#MTE-PMH,126096,Profs divers *,MTE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132448731&ww_x_anneeacad=123455150&ww_i_section=946882&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Materials Science and Engineering,fr_en,MX-PME#MX-PMH,126096,Profs divers *,MX,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132428658&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Mathematics,fr,MA-PME#MA-PMH,126096,Profs divers *,ING_MATH#MATH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132426961&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Mechanical Engineering,fr,GM-PME#GM-PMH,126096,Profs divers *,GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132424187&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Microengineering,fr,MT-PME#MT-PMH,126096,Profs divers *,MT,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132424568&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Molecular & Biological Chemistry,fr_en,CGC-PME#CGC-PMH,126096,Profs divers *,CGC_CHIM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132425754&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Nuclear Engineering,fr,PH-PMH#PH-PME,126096,Profs divers *,PH_NE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=266851392&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=24927041&ww_c_langue=en
,Master project in Physics,fr,PH-PMH#PH-PME,126096,Profs divers *,PHYS#ING_PHYS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132425627&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=24927041&ww_c_langue=en
,Material Flow Analysis,fr,SIE-MA1# SIE-MA3,119124,Corbière Tourane,SIE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=72497223&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683147&ww_c_langue=en
,Material optimisation and experimental design,fr,MX-MA2,105649,Lemaître Jacques,MX,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775102&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683147&ww_c_langue=en
,Materials,fr,GC-BA1,101178#107372#138857#206581,Drezet Jean-Marie#Guidoum Amor#Scrivener Karen#Patapy Cédric,GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4148677&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683111&ww_c_langue=en
,Materials and structures,fr,GC-MA1# GC-MA3,104926,Denarié Emmanuel,GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774547&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683147&ww_c_langue=en
,Materials for microengineering I,fr,MT-BA3,105945#106123,Muralt Paul#Plummer John Christopher,MT,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774572&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683117&ww_c_langue=en
,Materials for microengineering II,fr,MT-BA4,106123#122028,Plummer John Christopher#Rossoll Andreas,MT,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774577&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683117&ww_c_langue=en
,Materials for sport,en,MX-MA2,104204,Weibel Nicolas,MX,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71629989&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683147&ww_c_langue=en
,Materials Laboratory Work,fr,GC-BA1,115064#154702,Weber Ludger#Sofia-Gabrion Lionel,GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=824237798&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683111&ww_c_langue=en
,Materials mechanics,fr,MX-BA4,104610,Bourban Pierre-Etienne,MX,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776072&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683117&ww_c_langue=en
,Materials modelling ,fr,MX-BA6,104937,Desbiolles Jean-Luc,MX,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775002&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683117&ww_c_langue=en
,Materials project,fr_en,MX-BA6,126096,Profs divers *,MX,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=838979534&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683117&ww_c_langue=en
,Materials Science,en,SV-MA1# SV-MA3,186314,Klok-Lermann Eva,SV_B,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24429568&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=en
,Materials selection,en,EME-MA2#GM-MA2#MX-MA2,108553#172821#174195,Michler Johann#Vaucher Sébastien#Siegmann Stephan,EME_MES#GM#MX,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772647&ww_x_anneeacad=123455150&ww_i_section=637841336&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772647&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772647&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683147&ww_c_langue=en
,Mathematica,fr,MX-BA3,106465,Stadelmann Pierre,MX,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24166872&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683117&ww_c_langue=en
,Mathematical and Computational Models in Biology,fr,SV-BA5,110606,Naef Felix,SV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=352252328&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=en
,Mathematical logic,fr,IN-BA5#MA-BA5#SC-BA5,183376,Duparc Jacques,IN#MA#SC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=230597543&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=230597543&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=230597543&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683117&ww_c_langue=en
,Mathematical methods for physics,fr,PH-BA5,106090,Pfister Charles,PH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774862&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683117&ww_c_langue=en
,Mathematical modelling of behavior,en,IF-MA1# IF-MA3#MA-MA3# MA-MA1#MA-MA1# MA-MA3,118332,Bierlaire Michel,IF#ING_MATH#MATH#MA_CO,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=129688728&ww_x_anneeacad=123455150&ww_i_section=120623110&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=129688728&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en
,Mathematical modelling of DNA,en,IN-MA2#MA-MA2#MINEUR-E#SC-MA2# SC-MA4,113868,Maddocks John H.,IN#ING_MATH#MATH#MA_CO#MIN_BIOCOMP#SC_EPFL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=72187333&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=72187333&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=72187333&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936295&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=72187333&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683147&ww_c_langue=en
,Mathematical physics,fr,PH-BA6,181759,Scrucca Claudio,PH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4149774&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683117&ww_c_langue=en
,Mathematical signal processing: tools and applications,en,IN-MA3# IN-MA1#SC-MA1# SC-MA3,107537#122085#145758,Vetterli Martin#Chebira Amina#Ridolfi Andrea,IN#SC_EPFL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=838998170&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=838998170&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683147&ww_c_langue=en
,Mathematics I,fr,AUDIT-H#AR-BA1#CGC-BA1,114833#132147#149640,Chaubert Muriel#Seal Gavin Jay#Zuleta Estrugo José Luis,UNIL_GEU#AR#UNIL_SFU#CGC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774642&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936286&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774642&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774642&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683111&ww_c_langue=en
,Mathematics II,fr,AR-BA2#AUDIT-E#CGC-BA2,132147#149640#178545,Seal Gavin Jay#Zuleta Estrugo José Luis#Michel Philippe,AR#UNIL_SFU#CGC#UNIL_GEU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774647&ww_x_anneeacad=123455150&ww_i_section=942293&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774647&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936295&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774647&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683111&ww_c_langue=en
,Mathematics projects I,fr,MA-BA6#MA-BA5,126096,Profs divers *,MA,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=138515572&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683117&ww_c_langue=en
,Mathematics projects II,fr,MA-BA6#MA-BA5,126096,Profs divers *,MA,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=138515712&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683117&ww_c_langue=en
,Mathematics projects III,fr,MA-MA2#MA-MA3# MA-MA1#MA-MA1# MA-MA3,126096,Profs divers *,ING_MATH#MATH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=138515852&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en
,Mathematics projects IV,fr,MA-MA2#MA-MA3# MA-MA1#MA-MA1# MA-MA3,126096,Profs divers *,ING_MATH#MATH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=138515896&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en
,Mathématiques générales I,fr,AUDIT-H,151741,Goldstein Darlène,UNIL_BIU#UNIL_PHU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774627&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936286&ww_c_langue=en
,Mathématiques générales II ,fr,AUDIT-E,151741,Goldstein Darlène,UNIL_BIU#UNIL_PHU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774632&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936295&ww_c_langue=en
,Measure and integration,fr,IN-BA5#MA-BA5#SC-BA5,125665,Stubbe Joachim,IN#MA#SC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24345947&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24345947&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24345947&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683117&ww_c_langue=en
,Measurement technics,fr,GM-BA6,104364#115416,Agbeviade Kossi#Borhani Navid,GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776662&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683117&ww_c_langue=en
,Measuring systems,fr,EL-BA3,104385,Aminian Kamiar,EL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71614942&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683117&ww_c_langue=en
,Measuring systems laboratory work,fr,EL-BA4,104385,Aminian Kamiar,EL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71615018&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683117&ww_c_langue=en
,Mecatronics,fr,GM-MA2,104364,Agbeviade Kossi,GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=228393085&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683147&ww_c_langue=en
,Mechanical design methods,fr,GM-BA4,112500,Giovanola Jacques,GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=787373895&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683117&ww_c_langue=en
,Mechanical engineering project I,fr_en,GM-MA2#GM-MA1# GM-MA3,126096,Profs divers *,GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=146861779&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683147&ww_c_langue=en
,Mechanical engineering project II,fr_en,GM-MA2#GM-MA1# GM-MA3,126096,Profs divers *,GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775867&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683147&ww_c_langue=en
,Mechanical engineering project III,fr_en,GM-MA2#GM-MA1# GM-MA3,126096,Profs divers *,GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132976727&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683147&ww_c_langue=en
,Mechanical systems,fr,GM-BA3,100304#106177#132574,Benoit Mathieu#Ramseyer Claude#Kremer Daniel,GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1776597&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683117&ww_c_langue=en
,Mechanical vibrations,fr,GM-BA5#MX-MA1# MX-MA3,105270,Gmür Thomas,GM#MX,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774762&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774762&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683147&ww_c_langue=en
,Mechanics of continuous media,fr,GM-BA4#SV-BA6,111182,Botsis Ioannis,GM#SV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774687&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774687&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=en
,Mechanics of structures (For GC),fr,GC-BA3,104868,Davalle Eric Marcel,GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=938058920&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683117&ww_c_langue=en
,Mechanics of structures (For GM),fr,GM-BA3#SV-MA1# SV-MA3,111182,Botsis Ioannis,GM#SV_B,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=126877750&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=126877750&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=en
,Mechanics of structures (For MT),fr,MT-BA3,134499,Mellal Aïssa,MT,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=938058964&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683117&ww_c_langue=en
,Mechanics of structures I (for GM),fr,GM-BA2,162030,Galli Matteo,GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784632988&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683111&ww_c_langue=en
,Mechanics of structures II,fr,GC-BA6#MX-MA2,136291,Lestuzzi Pierino,GC#MX,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348607028&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348607028&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683147&ww_c_langue=en
,Mechatronics,fr,EL-MA2#GM-MA2,104801,Colombi Silvio,EL#GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774767&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774767&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683147&ww_c_langue=en
,Media and society,fr,SHS-BA2,157690,Haver Gianni,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=234835887&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683111&ww_c_langue=en
,Media culture I,fr,SHS-MA1,157690#218374,Haver Gianni#Meyer Michaël,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=901865880&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683147&ww_c_langue=en
,Media culture II,fr,SHS-MA2,157690#218374,Haver Gianni#Meyer Michaël,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=901866353&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683147&ww_c_langue=en
,"Media, propaganda and advertising",fr,SHS-BA6,223902,Rolle Valérie,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=235165636&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
,Media security,en,EL-MA2#MINEUR-E#SC-MA2# SC-MA4,105043,Ebrahimi Touradj,EL#MIN_IN_SEC#SC_EPFL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771303&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771303&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936295&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771303&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683147&ww_c_langue=en
,Medicinal chemistry,fr,CGC-BA6,144051,Carrupt Pierre-Alain,CGC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=48026314&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683117&ww_c_langue=en
,Mediterranean myths : an anthropological approach I,fr,SHS-MA1,188747,Bouvier David,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=405247814&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683147&ww_c_langue=en
,Mediterranean myths : an anthropological approach II,fr,SHS-MA2,188747,Bouvier David,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=405247850&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683147&ww_c_langue=en
,Mediterranean myths : tales of creation,fr,SHS-BA3,188747#198529,Bouvier David#Volokhine Youri Alexandre,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=235231621&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
